elements*1000,avg comparisons
1,310884
2,1237061
3,2772939
4,4956187
5,7773636
6,11216119
7,15154134
8,19991811
9,25324935
10,31284328
11,37508982
12,44464466
13,52635749
14,60967036
15,69789510
16,79389809
17,89507881
18,100053040
19,112127308
